disk_type,pool_type,cache_size,iops_min,iops_max,iops_avg,iops_std,iops_samples,bw_min,bw_max,bw_perc,bw_avg,bw_std,bw_samples,clat_min,clat_max,clat_avg,clat_std,iodepth,bs,iops_limit,workload,request_type,iops,bw,bw_mb,total_bw,total_time,clat_1th,clat_50th,clat_90th,clat_99th
lsvd,ssd,20gb,14310,69950,49472.50,15913.86,60,57240,279800,100.00,197889.87,63655.00,60,265,391813,2598.23,11789.29,128,4ki,90000,write,write,48.9k,191MiB/s,200MB/s,5798MiB,30364msec,1188,2089,2573,383779
lsvd,ssd,20gb,13472,67322,46806.17,16613.14,59,53888,269288,99.80,187224.81,66452.53,59,469,388209,2708.13,11981.99,128,4ki,100000,write,write,46.9k,183MiB/s,192MB/s,5496MiB,30001msec,1401,2180,2606,375391
lsvd,ssd,20gb,13472,67322,46806.17,16613.14,59,24808,29744,100.00,27272.95,1155.84,59,469,388209,2708.13,11981.99,1,4ki,100000,randwrite,write,6817,26.6MiB/s,27.9MB/s,799MiB,30001msec,98,122,143,1647
lsvd,ssd,20gb,17330,48224,37643.53,9403.23,59,69320,192896,100.00,150573.83,37613.06,59,100,244520,416.27,3433.59,16,4ki,100000,randwrite,write,37.5k,146MiB/s,154MB/s,4393MiB,30001msec,159,347,474,219153
lsvd,ssd,20gb,16310,62532,43793.32,13351.11,59,65240,250128,99.74,175173.15,53404.65,59,203,426357,718.59,5473.15,32,4ki,100000,randwrite,write,43.9k,172MiB/s,180MB/s,5146MiB,30001msec,322,578,775,312476
lsvd,ssd,20gb,16310,62532,43793.32,13351.11,59,25584,256344,99.76,193119.73,56548.22,59,325,435266,1313.00,7257.52,64,4ki,100000,randwrite,write,48.4k,189MiB/s,198MB/s,5672MiB,30001msec,537,1106,1450,346031
lsvd,ssd,20gb,12906,65744,46201.56,14167.57,59,51624,262976,99.43,184806.24,56670.26,59,525,409967,2159.66,9115.21,80,4ki,100000,randwrite,write,46.5k,182MiB/s,190MB/s,5446MiB,30001msec,578,1729,2671,367002
lsvd,ssd,20gb,12906,65744,46201.56,14167.57,59,35328,262320,99.96,197597.15,64129.47,59,585,421509,2222.97,9264.49,96,4ki,100000,randwrite,write,49.4k,193MiB/s,202MB/s,5791MiB,30001msec,766,1827,2671,387974
lsvd,ssd,20gb,12906,65744,46201.56,14167.57,59,35328,262320,99.96,197597.15,64129.47,59,246,483023,2444.34,9445.74,112,4ki,100000,randwrite,write,48.8k,191MiB/s,200MB/s,5722MiB,30001msec,865,1991,2835,367002
lsvd,ssd,20gb,13644,65934,47656.57,15741.50,60,54568,263728,100.00,190625.87,62966.05,60,119,462122,2679.31,11887.34,128,4ki,100000,randwrite,write,47.4k,185MiB/s,194MB/s,5585MiB,30163msec,1434,2114,2638,413139
lsvd,ssd,20gb,15744,66240,52975.73,15214.72,59,62976,264960,100.00,211902.78,60858.82,59,494,385576,3953.17,12517.44,160,4ki,100000,randwrite,write,52.8k,206MiB/s,216MB/s,6191MiB,30001msec,3,4,5,384
lsvd,ssd,20gb,19200,66304,51644.75,14423.05,59,76800,265216,99.69,206578.71,57691.99,59,456,340035,4306.50,11781.07,192,4ki,100000,randwrite,write,51.8k,202MiB/s,212MB/s,6071MiB,30001msec,3,4,5,338
lsvd,ssd,20gb,11008,65984,52203.39,16799.77,59,44032,263936,99.80,208813.56,67199.08,59,617,410621,4585.17,13219.97,224,4ki,100000,randwrite,write,52.3k,204MiB/s,214MB/s,6130MiB,30001msec,3,4,5,409
lsvd,ssd,20gb,12000,65284,48482.00,16834.67,59,48000,261136,99.57,193928.17,67339.14,59,496,437093,5236.76,16783.87,256,4ki,100000,randwrite,write,48.7k,190MiB/s,199MB/s,5706MiB,30001msec,4,5,5,439
lsvd,ssd,20gb,16896,66048,50082.71,15004.19,59,67584,264192,99.62,200330.85,60016.75,59,442,394568,8297.13,17765.60,320,4ki,100000,randwrite,write,50.3k,196MiB/s,206MB/s,5892MiB,30001msec,5,7,9,388
lsvd,ssd,20gb,12800,65536,52412.63,13475.40,57,51200,262144,100.00,209650.39,53901.57,57,554,605331,8843.61,21457.99,384,4ki,100000,randwrite,write,50.7k,198MiB/s,208MB/s,5942MiB,30001msec,6,8,10,609
lsvd,ssd,20gb,14848,65664,49442.68,15407.20,59,59392,262656,100.00,197770.71,61629.11,59,91,426964,9839.70,21583.35,448,4ki,100000,randwrite,write,48.9k,191MiB/s,200MB/s,5738MiB,30015msec,7,8,10,426
lsvd,ssd,20gb,14848,65664,49442.68,15407.20,59,37608,263000,99.64,201271.05,65948.99,59,379,463590,10117.54,22532.86,512,4ki,100000,randwrite,write,50.5k,197MiB/s,207MB/s,5918MiB,30001msec,7,8,10,464
lsvd,ssd,20gb,14848,65664,49442.68,15407.20,59,25048,30152,100.00,27632.54,1219.10,59,379,463590,10117.54,22532.86,1,4ki,100000,write,write,6899,27.0MiB/s,28.3MB/s,809MiB,30001msec,103,122,143,832
lsvd,ssd,20gb,16876,49336,38649.83,9079.31,59,67504,197344,99.80,154599.32,36316.87,59,96,307507,403.13,3357.09,16,4ki,100000,write,write,38.7k,151MiB/s,159MB/s,4538MiB,30001msec,153,347,482,233833
lsvd,ssd,20gb,16876,49336,38649.83,9079.31,59,37000,270688,99.60,199192.54,71242.59,59,191,422625,629.89,5547.83,32,4ki,100000,write,write,50.0k,195MiB/s,205MB/s,5859MiB,30001msec,293,490,635,312476
lsvd,ssd,20gb,16876,49336,38649.83,9079.31,59,12088,272312,100.00,195854.27,72935.33,60,410,567668,1303.95,9031.13,64,4ki,100000,write,write,48.7k,190MiB/s,200MB/s,5738MiB,30155msec,537,1004,1319,400557
lsvd,ssd,20gb,11122,67270,48702.92,16897.04,59,44488,269080,99.92,194811.66,67588.15,59,390,372086,2090.91,11030.39,80,4ki,100000,write,write,48.7k,190MiB/s,200MB/s,5712MiB,30001msec,562,1614,2409,371196
lsvd,ssd,20gb,10944,69696,49432.93,16543.83,60,43776,278784,100.00,197731.60,66175.55,60,530,424868,2246.44,12137.32,96,4ki,100000,write,write,49.0k,192MiB/s,201MB/s,5793MiB,30243msec,734,1745,2474,421528
lsvd,ssd,20gb,11706,69824,55115.39,16125.29,59,46824,279296,99.85,220461.56,64501.18,59,423,464496,2160.56,9976.01,112,4ki,100000,write,write,55.2k,216MiB/s,226MB/s,6469MiB,30001msec,881,1811,2311,429917
lsvd,ssd,20gb,11826,68384,50277.76,16067.07,59,47304,273536,100.00,201111.19,64268.38,59,385,447763,2527.13,11421.62,128,4ki,100000,write,write,50.3k,196MiB/s,206MB/s,5890MiB,30001msec,1319,2040,2507,392168
lsvd,ssd,20gb,10944,68736,51139.17,17221.51,60,43776,274944,100.00,204556.67,68885.71,60,443,403160,4047.64,15158.68,160,4ki,100000,write,write,51.1k,200MiB/s,209MB/s,5994MiB,30038msec,3,4,5,401
lsvd,ssd,20gb,13952,68992,50926.64,16299.22,59,55808,275968,100.00,203706.44,65196.76,59,685,471993,4407.11,14807.20,192,4ki,100000,write,write,50.7k,198MiB/s,208MB/s,5947MiB,30002msec,3,4,5,472
lsvd,ssd,20gb,13952,68992,50926.64,16299.22,59,35072,275456,100.00,212948.47,66756.62,59,642,440414,4556.84,15763.63,224,4ki,100000,write,write,52.7k,206MiB/s,216MB/s,6172MiB,30001msec,3,4,5,439
lsvd,ssd,20gb,17784,67792,48179.63,13794.19,59,71136,271168,100.00,192718.64,55176.82,59,683,371913,5318.57,16037.96,256,4ki,100000,write,write,47.9k,187MiB/s,196MB/s,5619MiB,30001msec,4,5,6,372
lsvd,ssd,20gb,17664,69120,48279.86,14185.49,59,70656,276480,100.00,193119.32,56742.47,59,533,401305,8598.08,19950.11,320,4ki,100000,write,write,48.1k,188MiB/s,197MB/s,5638MiB,30001msec,5,8,9,401
lsvd,ssd,20gb,12288,68352,47872.00,16941.35,59,49152,273408,99.69,191488.00,67765.39,59,432,567097,9258.95,23521.45,384,4ki,100000,write,write,48.0k,188MiB/s,197MB/s,5628MiB,30001msec,6,8,9,464
lsvd,ssd,20gb,12288,68352,47872.00,16941.35,59,15872,272384,99.85,196755.53,64045.70,59,538,492003,9709.69,21885.68,448,4ki,100000,write,write,49.3k,192MiB/s,202MB/s,5773MiB,30001msec,7,9,10,493
lsvd,ssd,20gb,13764,68966,49401.29,15665.21,59,55056,275864,100.00,197604.88,62660.73,59,510,373291,10462.02,22291.83,512,4ki,100000,write,write,48.8k,191MiB/s,200MB/s,5723MiB,30001msec,7,9,10,372
lsvd,ssd,20gb,13844,64844,47339.49,13983.81,59,55376,259376,100.00,189358.10,55935.40,59,252,371202,5405.40,13883.37,256,4ki,100000,randwrite,write,47.2k,184MiB/s,193MB/s,5528MiB,30001msec,4,5,6,359
lsvd,ssd,20gb,13844,64844,47339.49,13983.81,59,60736,385856,99.28,240456.14,99351.69,59,1604,595717,8422.40,25598.54,256,8ki,100000,randwrite,write,30.3k,237MiB/s,248MB/s,7096MiB,30002msec,5,6,8,592
lsvd,ssd,20gb,13844,64844,47339.49,13983.81,59,60736,385856,99.28,240456.14,99351.69,59,1195,590718,12919.35,23533.70,256,16ki,100000,randwrite,write,19.7k,308MiB/s,323MB/s,9253MiB,30006msec,10,11,14,584
lsvd,ssd,20gb,13844,64844,47339.49,13983.81,59,92160,441472,100.00,357445.71,72672.46,56,1395,716379,24005.62,38880.59,256,32ki,100000,randwrite,write,10.6k,332MiB/s,348MB/s,9961MiB,30010msec,17,20,26,718
lsvd,ssd,20gb,13844,64844,47339.49,13983.81,59,92160,441472,100.00,357445.71,72672.46,56,1973,624854,44722.55,46548.75,256,64ki,100000,randwrite,write,5700,356MiB/s,374MB/s,10.4GiB,30023msec,24,39,50,625
lsvd,ssd,20gb,20532,59104,53301.59,7904.44,59,82128,236416,99.97,213206.51,31617.82,59,559,373179,4782.64,8545.74,256,4ki,100000,write,write,53.3k,208MiB/s,218MB/s,6248MiB,30001msec,4,5,6,372
lsvd,ssd,20gb,20532,59104,53301.59,7904.44,59,69600,385040,100.00,309103.46,81175.67,59,559,373179,4782.64,8545.74,256,8ki,100000,write,write,38.6k,302MiB/s,317MB/s,9057MiB,30003msec,5,6,8,460
lsvd,ssd,20gb,20532,59104,53301.59,7904.44,59,54272,411360,100.00,321664.00,87933.31,59,559,373179,4782.64,8545.74,256,16ki,100000,write,write,19.9k,311MiB/s,326MB/s,9342MiB,30005msec,9,11,14,523
lsvd,ssd,20gb,20532,59104,53301.59,7904.44,59,22976,452160,99.68,329505.63,123877.40,59,559,373179,4782.64,8545.74,256,32ki,100000,write,write,10.3k,323MiB/s,338MB/s,9688MiB,30011msec,17,20,24,575
lsvd,ssd,20gb,20532,59104,53301.59,7904.44,59,32640,473728,100.00,339314.84,115362.75,58,1977,641680,49566.03,69941.79,256,64ki,100000,write,write,5143,321MiB/s,337MB/s,9650MiB,30018msec,28,39,48,642
lsvd,hdd,20gb,,,,,,17656,24888,100.00,21238.73,1262.97,120,44,896009,24030.83,59520.21,128,4ki,,randread,read,5289,20.7MiB/s,21.7MB/s,1245MiB,60257msec,103,9503,43254,801113
lsvd,hdd,20gb,,,,,,17656,24888,100.00,21238.73,1262.97,120,85,235906,6094.01,7271.85,128,4ki,,read,read,20.8k,81.4MiB/s,85.4MB/s,4885MiB,60008msec,182,5997,9241,208667
lsvd,hdd,20gb,,,,,,22816,28656,100.00,25338.00,1346.45,60,31,961615,20274.24,55250.20,128,4ki,10000,randread,read,6264,24.5MiB/s,25.7MB/s,743MiB,30357msec,100,7832,36963,784335
lsvd,hdd,20gb,,,,,,21336,80120,100.00,42311.20,25942.02,60,84,687073,8425.67,33410.09,128,4ki,20000,randread,read,10.5k,40.9MiB/s,42.9MB/s,1240MiB,30310msec,105,182,16450,633340
lsvd,hdd,20gb,,,,,,20120,235168,100.00,48802.00,46230.07,60,83,793305,9267.99,34734.02,128,4ki,30000,randread,read,12.1k,47.2MiB/s,49.5MB/s,1430MiB,30318msec,108,1844,16057,591397
lsvd,hdd,20gb,,,,,,19960,232656,100.00,50426.80,54809.24,60,84,909895,9522.05,36182.28,128,4ki,40000,randread,read,12.4k,48.6MiB/s,51.0MB/s,1478MiB,30392msec,105,1860,16319,717226
lsvd,hdd,20gb,,,,,,19704,256688,100.00,51128.00,63794.66,60,86,742169,9828.88,35754.77,128,4ki,50000,randread,read,12.7k,49.5MiB/s,51.9MB/s,1498MiB,30294msec,109,1991,16450,683672
lsvd,hdd,20gb,,,,,,20864,248848,100.00,48354.53,65129.39,60,29,917020,10454.88,37395.13,128,4ki,60000,randread,read,12.0k,46.8MiB/s,49.1MB/s,1417MiB,30264msec,105,1745,18482,868221
lsvd,hdd,20gb,,,,,,20312,295264,100.00,49656.13,71495.35,60,84,692718,10310.83,35494.28,128,4ki,70000,randread,read,12.3k,48.1MiB/s,50.4MB/s,1455MiB,30276msec,105,1762,18220,624952
lsvd,hdd,20gb,,,,,,20112,277568,100.00,47875.07,70010.32,60,39,653650,10727.23,36102.32,128,4ki,80000,randread,read,11.8k,46.3MiB/s,48.5MB/s,1403MiB,30329msec,104,1778,18482,557843
lsvd,hdd,20gb,,,,,,19368,296296,100.00,56331.20,72410.65,60,20,712825,9121.55,40653.74,128,4ki,90000,randread,read,13.9k,54.5MiB/s,57.1MB/s,1651MiB,30314msec,98,1631,14877,633340
lsvd,hdd,20gb,,,,,,20608,68768,100.00,36029.07,13889.07,60,20,712825,9121.55,40653.74,128,4ki,100000,randread,read,8889,34.7MiB/s,36.4MB/s,1056MiB,30413msec,94,396,25822,1044382
lsvd,hdd,20gb,,,,,,38856,41096,100.00,40016.00,340.64,59,74,27978,595.81,1024.38,128,4ki,10000,read,read,9999,39.1MiB/s,41.0MB/s,1172MiB,30001msec,101,251,1500,21103
lsvd,hdd,20gb,18428,21408,19976.07,554.96,59,73712,85632,99.99,79904.27,2219.85,59,79,71493,2487.62,3799.05,128,4ki,20000,read,read,20.0k,78.0MiB/s,81.8MB/s,2342MiB,30008msec,121,247,7963,70779
lsvd,hdd,20gb,19070,30034,27251.97,4086.25,59,76280,120136,100.00,109008.00,16344.86,59,81,44444,1733.84,3355.19,128,4ki,30000,read,read,27.1k,106MiB/s,111MB/s,3178MiB,30008msec,130,251,6915,42206
lsvd,hdd,20gb,16548,40044,34087.05,8911.97,59,66192,160176,100.00,136348.20,35647.77,59,78,147229,1406.49,3449.47,128,4ki,40000,read,read,33.9k,132MiB/s,139MB/s,3970MiB,30007msec,143,255,6128,145753
lsvd,hdd,20gb,18662,50086,41126.44,13251.56,59,74640,200344,100.00,164505.76,53006.29,59,91,97646,1265.22,2816.46,128,4ki,50000,read,read,40.8k,159MiB/s,167MB/s,4784MiB,30009msec,151,314,5735,95945
lsvd,hdd,20gb,19946,60138,48369.46,17532.27,59,79784,240552,100.00,193477.69,70128.97,59,95,50723,1237.57,2474.50,128,4ki,60000,read,read,47.9k,187MiB/s,196MB/s,5615MiB,30007msec,188,408,4948,44303
lsvd,hdd,20gb,17938,70232,54690.10,22746.81,60,71752,280928,100.00,218760.13,90987.07,60,89,101639,1621.40,2470.19,128,4ki,70000,read,read,54.6k,213MiB/s,224MB/s,6409MiB,30063msec,260,979,2180,73925
lsvd,hdd,20gb,19550,83050,62128.78,27288.18,59,78200,332200,100.00,248515.12,109152.71,59,83,79935,1884.96,2082.33,128,4ki,80000,read,read,61.5k,240MiB/s,252MB/s,7206MiB,30008msec,269,1483,1926,42206
lsvd,hdd,20gb,18318,87072,67574.75,25925.03,59,73264,348288,100.00,270298.98,103700.13,59,91,39346,1903.42,1636.82,128,4ki,90000,read,read,66.7k,261MiB/s,273MB/s,7824MiB,30012msec,383,1549,1876,32375
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,70032,346512,100.00,281452.61,76117.18,59,88,26300,1827.30,1223.90,128,4ki,100000,read,read,69.5k,272MiB/s,285MB/s,8147MiB,30005msec,881,1696,1876,22938
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,70032,346512,100.00,281452.61,76117.18,59,87,149097,7548.33,9434.47,1,4ki,100000,randread,read,131,527KiB/s,540kB/s,15.5MiB,30008msec,105,6259,17695,149947
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,70032,346512,100.00,281452.61,76117.18,59,81,188872,5715.60,6773.27,16,4ki,100000,randread,read,2791,10.9MiB/s,11.4MB/s,327MiB,30018msec,92,4948,11994,135267
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,13936,280456,100.00,27557.47,48876.43,60,22,172532,4635.33,7516.18,32,4ki,100000,randread,read,6883,26.9MiB/s,28.2MB/s,807MiB,30028msec,96,490,12387,137364
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,17328,264016,100.00,45682.40,72505.34,60,80,373626,5620.55,12643.57,64,4ki,100000,randread,read,11.4k,44.4MiB/s,46.5MB/s,1339MiB,30159msec,102,1045,14746,200279
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,17576,286848,100.00,61395.20,82004.23,60,105,559265,6558.74,21917.78,80,4ki,100000,randread,read,15.2k,59.4MiB/s,62.3MB/s,1799MiB,30267msec,302,1500,13698,379585
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19712,27592,100.00,22634.67,1757.59,60,86,612599,19425.34,41859.28,96,4ki,100000,randread,read,5627,22.0MiB/s,23.0MB/s,664MiB,30184msec,243,9241,36963,574620
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19288,311744,100.00,43993.60,71882.57,60,86,622464,10906.91,33446.98,112,4ki,100000,randread,read,10.9k,42.6MiB/s,44.7MB/s,1289MiB,30277msec,221,1762,20579,534774
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19176,263040,100.00,62258.27,89169.10,60,86,622464,10906.91,33446.98,128,4ki,100000,randread,read,15.4k,60.1MiB/s,63.0MB/s,1824MiB,30367msec,112,2008,11863,650118
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19200,27648,100.00,22502.40,1650.88,60,97,728522,36988.37,58554.09,160,4ki,100000,randread,read,5604,21.9MiB/s,23.0MB/s,660MiB,30155msec,3,24,57,676
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19456,311296,100.00,44228.27,71500.90,60,99,566261,20343.78,41214.55,192,4ki,100000,randread,read,11.0k,42.9MiB/s,45.0MB/s,1297MiB,30226msec,3,4,39,518
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,16896,299776,100.00,62979.38,98095.01,60,90,901187,15369.78,44675.59,224,4ki,100000,randread,read,15.6k,60.8MiB/s,63.8MB/s,1846MiB,30359msec,3,4,33,735
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,18160,25864,100.00,21043.73,1506.52,60,90,901187,15369.78,44675.59,256,4ki,100000,randread,read,5216,20.4MiB/s,21.4MB/s,618MiB,30302msec,4,34,68,869
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,10752,274944,100.00,39987.20,65744.26,60,90,901187,15369.78,44675.59,320,4ki,100000,randread,read,9383,36.7MiB/s,38.4MB/s,1173MiB,31995msec,5,8,85,3608
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,19456,269312,100.00,59297.90,85752.48,60,90,901187,15369.78,44675.59,384,4ki,100000,randread,read,14.5k,56.7MiB/s,59.5MB/s,1739MiB,30666msec,6,8,74,810
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,14848,23040,100.00,19916.80,1562.39,60,90,901187,15369.78,44675.59,448,4ki,100000,randread,read,4707,18.4MiB/s,19.3MB/s,585MiB,31825msec,37,82,120,2601
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,16400,294680,100.00,39939.20,67330.77,60,90,901187,15369.78,44675.59,512,4ki,100000,randread,read,9872,38.6MiB/s,40.4MB/s,1172MiB,30392msec,7,30,97,1385
lsvd,hdd,20gb,17508,86628,70363.25,19029.34,59,16400,294680,100.00,39939.20,67330.77,60,90,901187,15369.78,44675.59,1,4ki,100000,read,read,5293,20.7MiB/s,21.7MB/s,620MiB,30001msec,82,98,151,21627
lsvd,hdd,20gb,11488,55654,16876.27,12443.17,59,45952,222616,100.00,67505.08,49772.68,59,96,81291,943.12,1200.55,16,4ki,100000,read,read,16.8k,65.6MiB/s,68.8MB/s,1969MiB,30002msec,186,1139,1532,25297
lsvd,hdd,20gb,17794,76682,32529.83,22114.78,59,71176,306728,100.00,130119.32,88459.14,59,98,53258,981.54,1396.03,32,4ki,100000,read,read,32.3k,126MiB/s,132MB/s,3785MiB,30001msec,206,486,1893,27132
lsvd,hdd,20gb,19060,83606,45373.90,29293.67,59,76240,334424,100.00,181495.59,117174.68,59,92,41402,1413.08,1734.95,64,4ki,100000,read,read,45.0k,176MiB/s,184MB/s,5274MiB,30002msec,227,840,3326,37487
lsvd,hdd,20gb,19788,82848,55025.88,29564.03,59,79152,331392,100.00,220103.41,118256.29,59,129,33502,1828.72,1880.66,80,4ki,100000,read,read,54.5k,213MiB/s,223MB/s,6383MiB,30004msec,302,1385,4113,31065
lsvd,hdd,20gb,18658,86016,62481.32,29364.07,59,74632,344064,100.00,249924.34,117455.56,59,113,131130,1764.90,1953.45,96,4ki,100000,read,read,61.7k,241MiB/s,253MB/s,7235MiB,30006msec,306,1434,1975,28705
lsvd,hdd,20gb,19040,86144,67619.19,25209.26,59,76160,344576,100.00,270476.75,100837.06,59,88,69045,1772.34,1536.25,112,4ki,100000,read,read,66.8k,261MiB/s,274MB/s,7830MiB,30006msec,416,1467,1811,29230
lsvd,hdd,20gb,17616,87482,70750.54,20549.47,59,70464,349928,100.00,283000.95,82197.18,59,81,28348,1816.08,1245.04,128,4ki,100000,read,read,69.9k,273MiB/s,286MB/s,8198MiB,30008msec,881,1647,1876,22676
lsvd,hdd,20gb,19200,87936,74486.20,23069.64,59,76800,351744,100.00,297944.81,92278.53,59,101,57664,2832.39,2011.72,160,4ki,100000,read,read,73.6k,287MiB/s,301MB/s,8627MiB,30009msec,1663,2474,3097,29492
lsvd,hdd,20gb,20480,86528,77155.22,19196.96,59,81920,346112,100.00,308620.93,76787.85,59,175,32992,2942.81,1726.45,192,4ki,100000,read,read,76.2k,298MiB/s,312MB/s,8930MiB,30006msec,2008,2671,3130,30016
lsvd,hdd,20gb,19456,86352,78971.66,16581.95,59,77824,345408,100.00,315886.64,66327.78,59,172,29585,3076.31,1535.81,224,4ki,100000,read,read,78.0k,305MiB/s,319MB/s,9142MiB,30007msec,2245,2868,3228,26608
lsvd,hdd,20gb,20034,85972,80125.76,12008.76,59,80136,343888,100.00,320503.05,48035.03,59,686,35773,3222.87,1276.15,256,4ki,100000,read,read,79.1k,309MiB/s,324MB/s,9274MiB,30005msec,2474,3064,3523,28705
lsvd,hdd,20gb,21150,86784,81434.51,12180.62,59,84592,347136,100.00,325737.90,48723.20,59,2910,45187,5187.04,2090.90,320,4ki,100000,read,read,80.4k,314MiB/s,329MB/s,9425MiB,30008msec,3589,4948,5932,40109
lsvd,hdd,20gb,22784,86272,82418.98,10052.25,59,91136,345088,100.00,329675.80,40208.93,59,3218,39265,5505.53,1856.62,384,4ki,100000,read,read,81.4k,318MiB/s,333MB/s,9542MiB,30006msec,4228,5342,5997,35390
lsvd,hdd,20gb,72960,88448,79694.10,5044.46,59,291840,353792,99.95,318776.41,20177.86,59,657,14761,6017.51,556.47,448,4ki,100000,read,read,79.7k,311MiB/s,327MB/s,9344MiB,30001msec,4948,5997,6718,14091
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,291488,344328,100.00,320501.59,17600.98,59,864,10874,6386.73,560.05,512,4ki,100000,read,read,80.0k,313MiB/s,328MB/s,9376MiB,30002msec,5473,6194,7177,10552
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,19160,279552,100.00,42436.67,64184.84,60,864,10874,6386.73,560.05,256,4ki,100000,randread,read,10.5k,41.0MiB/s,43.0MB/s,1244MiB,30347msec,3,17,44,718
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,19160,279552,100.00,42436.67,64184.84,60,864,10874,6386.73,560.05,256,8ki,100000,randread,read,4231,33.1MiB/s,34.7MB/s,1064MiB,32194msec,3,29,62,4732
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,67520,705952,100.00,151676.27,185447.16,60,864,10874,6386.73,560.05,256,16ki,100000,randread,read,9302,145MiB/s,152MB/s,4448MiB,30598msec,4,15,46,1435
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,106624,831360,100.00,247685.33,231672.87,60,864,10874,6386.73,560.05,256,32ki,100000,randread,read,7615,238MiB/s,250MB/s,7264MiB,30523msec,6,16,54,1485
lsvd,hdd,20gb,72872,86082,80125.53,4400.25,59,157824,918016,100.00,336987.73,198558.36,60,864,10874,6386.73,560.05,256,64ki,100000,randread,read,5192,325MiB/s,340MB/s,9889MiB,30471msec,10,31,66,1703
lsvd,hdd,20gb,14462,24738,20524.07,1710.63,59,57848,98952,99.94,82096.27,6842.51,59,256,165702,12414.20,7653.70,256,4ki,100000,read,read,20.5k,80.2MiB/s,84.1MB/s,2407MiB,30009msec,3,12,22,165
lsvd,hdd,20gb,14462,24738,20524.07,1710.63,59,71680,596784,100.00,161071.73,172771.62,59,451,82265,12775.36,11953.91,256,8ki,100000,read,read,20.0k,156MiB/s,163MB/s,4680MiB,30014msec,2900,4015,30278,78119
lsvd,hdd,20gb,14462,24738,20524.07,1710.63,59,94112,874784,100.00,250358.40,290104.54,60,164,169724,16298.19,18050.79,256,16ki,100000,read,read,15.6k,244MiB/s,256MB/s,7339MiB,30023msec,5,5,46,116
lsvd,hdd,20gb,14462,24738,20524.07,1710.63,59,127168,1080832,100.00,365795.20,385740.29,60,135,246498,22308.12,24888.39,256,32ki,100000,read,read,11.4k,357MiB/s,374MB/s,10.5GiB,30029msec,8,8,65,163
lsvd,hdd,20gb,14462,24738,20524.07,1710.63,59,133120,1163264,100.00,505346.13,427470.72,60,1009,385652,32303.45,33067.01,256,64ki,100000,read,read,7892,493MiB/s,517MB/s,14.5GiB,30047msec,14,15,86,326
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,117168,254280,99.99,204119.60,16103.51,119,325,117080,2488.87,2245.26,128,4ki,100000,randwrite,write,51.0k,199MiB/s,209MB/s,11.7GiB,60001msec,1156,2343,2999,91751
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,117168,254280,99.99,204119.60,16103.51,119,325,117080,2488.87,2245.26,128,4ki,100000,write,write,45.4k,177MiB/s,186MB/s,10.4GiB,60001msec,1237,2245,2737,1166017
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,39968,40096,100.00,40022.64,19.77,59,94,3441,170.01,103.09,128,4ki,10000,randwrite,write,9999,39.1MiB/s,41.0MB/s,1172MiB,30001msec,112,145,237,2573
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,33016,127096,100.00,80046.10,12008.23,59,32,332980,569.66,4277.46,128,4ki,20000,randwrite,write,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,126,210,1827,240124
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,19992,231560,100.00,124711.29,37490.68,56,97,632872,1028.45,6402.95,128,4ki,30000,randwrite,write,29.8k,117MiB/s,122MB/s,3498MiB,30001msec,145,343,2245,467665
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,19992,231560,100.00,124711.29,37490.68,56,97,995479,2278.47,15346.01,128,4ki,40000,randwrite,write,40.0k,156MiB/s,164MB/s,4687MiB,30001msec,198,2147,2835,901776
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15528,260400,100.00,193083.00,56731.35,56,97,995479,2278.47,15346.01,128,4ki,50000,randwrite,write,45.9k,179MiB/s,188MB/s,5379MiB,30001msec,343,2040,2737,1216349
